current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
meteg,sof_pasuq,1283,166.836,11.53104349,52,96.796444,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
merkha,tipeha,1064,271.696,13.60086461,59,58.253944,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
tipeha,meteg,808,312.452,15.31226823,67,32.362808,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
munah,zaqef_qatan,756,152.588,11.3191319,48,53.309035,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
tipeha,atnah,621,169.2,11.51879902,55,39.222839,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
merkha,meteg,607,240.756,12.73109528,56,28.767674,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zaqef_qatan,tipeha,603,197.884,12.42837083,57,32.596066,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
pashta,munah,529,137.3,9.91216445,47,39.517101,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
tipeha,merkha,509,272.848,13.76513027,60,17.155813,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
mahapakh,pashta,503,41.6,6.29655353,32,73.278183,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
tipeha,munah,496,277.712,13.7035838,60,15.929264,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
munah,atnah,484,130.064,10.37044302,47,34.129304,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
pashta,zaqef_qatan,421,99.324,9.33550376,44,34.457273,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zaqef_qatan,merkha,416,150.856,11.66892967,54,22.722221,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
tevir,merkha,339,64.452,7.36482577,38,37.278275,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,munah,269,145.596,10.91114091,50,11.309908,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
munah,revia,237,56.332,6.91121084,36,26.141295,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
tevir,tipeha,211,84.236,7.7426156,39,16.372245,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
darga,tevir,198,7.96,2.63403732,15,72.147801,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,merkha,196,143.492,10.74765016,48,4.885533,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
atnah,merkha,194,127.032,10.46810877,50,6.397335,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
qadma,geresh,189,5.908,2.40888916,13,76.006818,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
pashta,pashta,174,88.764,8.48648252,42,10.043737,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,qadma,148,33.076,5.81631689,29,19.758896,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
merkha,tevir,141,63.312,7.6441079,38,10.163122,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
revia,pashta,119,36.396,5.65607183,30,14.604482,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
revia,mahapakh,102,16.776,4.3295269,26,19.684368,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
qadma,mahapakh,97,15.056,3.73371484,21,21.947043,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,mahapakh,96,44.084,6.19795147,29,8.376316,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
atnah,mahapakh,94,38.88,6.14039231,33,8.976625,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zaqef_gadol,tipeha,87,18.84,4.05167425,20,16.822675,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
telisha_qetana,qadma,84,2.34,1.50781099,8,54.157982,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
geresh,munah,69,25.304,5.10252162,28,8.563609,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
munah,paseq,68,8.948,2.68890626,16,21.961346,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
munah,zinor,67,10.896,3.05984224,18,18.335586,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
geresh,revia,61,6.716,2.35318805,12,23.06828,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
atnah,qadma,60,29.708,4.98982257,27,6.070757,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
yetiv,munah,58,8.16,2.6763879,17,18.622114,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
atnah,darga,57,16.624,4.02435158,22,10.032921,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
revia,qadma,55,13.036,3.46912718,19,12.096414,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
munah,segol,50,10.86,2.98194029,17,13.125682,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
revia,tevir,50,17.168,3.68920274,19,8.899484,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zinor,munah,50,10.852,2.98155238,16,13.130073,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,gershayim,45,8.96,2.86482616,17,12.58017,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zaqef_qatan,zaqef_gadol,45,10.22,2.92263016,17,11.90024,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
paseq,munah,44,9.048,2.90230763,17,12.042831,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
qadma,darga,44,6.184,2.43595557,14,15.524093,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
atnah,zaqef_gadol,43,8.892,2.69022028,16,12.678516,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
geresh,mahapakh,43,7.384,2.57040306,14,13.856193,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zinor,segol,42,0.556,0.72731006,4,56.982575,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
segol,mahapakh,37,3.412,1.76143881,10,19.068502,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,zaqef_gadol,34,9.596,3.02612188,16,8.064447,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
gershayim,mahapakh,32,3.856,1.95410802,11,14.402479,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
gershayim,munah,32,12.672,3.45894104,18,5.587837,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
sof_pasuq,telisha_qetana,29,6.76,2.4277512,14,9.160741,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
telisha_gedola,qadma,29,1.252,1.11059881,6,24.98472,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
revia,darga,28,6.936,2.64876724,14,7.952379,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
zaqef_gadol,merkha,28,14.008,3.09552339,19,4.520076,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
revia,yetiv,22,2.192,1.43505174,8,13.802987,True,0.00398406,0,250,numbers,explore_k3_7_edges20,full
atnah,pashta,104,83.992,8.13885125,37,2.458332,True,0.00796813,1,250,numbers,explore_k3_7_edges20,full
munah,gershayim,22,12.556,3.23616363,18,2.91827,True,0.00796813,1,250,numbers,explore_k3_7_edges20,full
sof_pasuq,darga,31,18.056,3.94399345,22,3.281953,True,0.01195219,2,250,numbers,explore_k3_7_edges20,full
sof_pasuq,revia,52,38.532,5.66190823,30,2.378703,True,0.01593625,3,250,numbers,explore_k3_7_edges20,full
atnah,revia,45,34.172,5.38539002,26,2.010625,True,0.03585657,8,250,numbers,explore_k3_7_edges20,full
atnah,tevir,50,39.864,5.94600065,31,1.704675,True,0.05179283,12,250,numbers,explore_k3_7_edges20,full
zaqef_qatan,tevir,57,47.068,6.81830869,38,1.456666,True,0.09960159,24,250,numbers,explore_k3_7_edges20,full
zaqef_qatan,darga,25,19.464,4.21423101,22,1.313644,True,0.13545817,33,250,numbers,explore_k3_7_edges20,full
atnah,munah,141,130.156,9.83823294,44,1.10223,True,0.14741036,36,250,numbers,explore_k3_7_edges20,full
sof_pasuq,pashta,96,94.228,8.45968564,42,0.209464,True,0.44621514,111,250,numbers,explore_k3_7_edges20,full
qadma,merkha,50,48.312,6.73528859,34,0.25062,True,0.4501992,112,250,numbers,explore_k3_7_edges20,full
atnah,tipeha,164,169.244,11.95475339,53,-0.438654,True,0.64940239,162,250,numbers,explore_k3_7_edges20,full
qadma,zaqef_qatan,31,36.02,5.61084005,32,-0.894697,True,0.84462151,211,250,numbers,explore_k3_7_edges20,full
atnah,meteg,134,149.288,10.65359339,50,-1.435009,True,0.92828685,232,250,numbers,explore_k3_7_edges20,full
mahapakh,meteg,63,73.732,8.11242391,39,-1.322909,True,0.92828685,232,250,numbers,explore_k3_7_edges20,full
darga,meteg,25,31.176,4.80221502,25,-1.286073,True,0.94023904,235,250,numbers,explore_k3_7_edges20,full
