taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,tipeha,217,0.18853171,numbers,control_exclude_meteg,full
atnah,2,merkha,212,0.18418766,numbers,control_exclude_meteg,full
atnah,3,munah,149,0.12945265,numbers,control_exclude_meteg,full
atnah,4,pashta,126,0.10947003,numbers,control_exclude_meteg,full
atnah,5,mahapakh,101,0.08774978,numbers,control_exclude_meteg,full
atnah,6,qadma,65,0.05647263,numbers,control_exclude_meteg,full
atnah,7,darga,57,0.04952215,numbers,control_exclude_meteg,full
atnah,8,tevir,56,0.04865334,numbers,control_exclude_meteg,full
atnah,9,revia,51,0.0443093,numbers,control_exclude_meteg,full
atnah,10,zaqef_gadol,44,0.03822763,numbers,control_exclude_meteg,full
darga,1,tevir,222,0.93670886,numbers,control_exclude_meteg,full
darga,2,munah,9,0.03797468,numbers,control_exclude_meteg,full
darga,3,paseq,4,0.01687764,numbers,control_exclude_meteg,full
darga,4,merkha_kefula,2,0.00843882,numbers,control_exclude_meteg,full
geresh,1,munah,71,0.31838565,numbers,control_exclude_meteg,full
geresh,2,revia,69,0.30941704,numbers,control_exclude_meteg,full
geresh,3,mahapakh,43,0.19282511,numbers,control_exclude_meteg,full
geresh,4,darga,16,0.07174888,numbers,control_exclude_meteg,full
geresh,5,merkha,10,0.04484305,numbers,control_exclude_meteg,full
geresh,6,qadma,10,0.04484305,numbers,control_exclude_meteg,full
geresh,7,telisha_qetana,1,0.0044843,numbers,control_exclude_meteg,full
geresh,8,pashta,1,0.0044843,numbers,control_exclude_meteg,full
geresh,9,zinor,1,0.0044843,numbers,control_exclude_meteg,full
geresh,10,tevir,1,0.0044843,numbers,control_exclude_meteg,full
gershayim,1,munah,43,0.37719298,numbers,control_exclude_meteg,full
gershayim,2,mahapakh,32,0.28070175,numbers,control_exclude_meteg,full
gershayim,3,revia,15,0.13157895,numbers,control_exclude_meteg,full
gershayim,4,darga,13,0.11403509,numbers,control_exclude_meteg,full
gershayim,5,qadma,6,0.05263158,numbers,control_exclude_meteg,full
gershayim,6,merkha,5,0.04385965,numbers,control_exclude_meteg,full
mahapakh,1,pashta,566,0.99823633,numbers,control_exclude_meteg,full
mahapakh,2,paseq,1,0.00176367,numbers,control_exclude_meteg,full
merkha,1,tipeha,1151,0.62081985,numbers,control_exclude_meteg,full
merkha,2,sof_pasuq,511,0.27562028,numbers,control_exclude_meteg,full
merkha,3,tevir,142,0.07659115,numbers,control_exclude_meteg,full
merkha,4,pashta,35,0.0188781,numbers,control_exclude_meteg,full
merkha,5,zinor,6,0.00323625,numbers,control_exclude_meteg,full
merkha,6,paseq,6,0.00323625,numbers,control_exclude_meteg,full
merkha,7,munah,2,0.00107875,numbers,control_exclude_meteg,full
merkha,8,zarqa,1,0.00053937,numbers,control_exclude_meteg,full
merkha_kefula,1,tipeha,2,1.0,numbers,control_exclude_meteg,full
munah,1,zaqef_qatan,796,0.42205726,numbers,control_exclude_meteg,full
munah,2,atnah,499,0.26458112,numbers,control_exclude_meteg,full
munah,3,revia,265,0.14050901,numbers,control_exclude_meteg,full
munah,4,zinor,69,0.03658537,numbers,control_exclude_meteg,full
munah,5,paseq,68,0.03605514,numbers,control_exclude_meteg,full
munah,6,segol,52,0.02757158,numbers,control_exclude_meteg,full
munah,7,munah,31,0.0164369,numbers,control_exclude_meteg,full
munah,8,gershayim,23,0.01219512,numbers,control_exclude_meteg,full
munah,9,mahapakh,17,0.00901379,numbers,control_exclude_meteg,full
munah,10,pazer,16,0.00848356,numbers,control_exclude_meteg,full
paseq,1,munah,44,0.55,numbers,control_exclude_meteg,full
paseq,2,revia,16,0.2,numbers,control_exclude_meteg,full
paseq,3,pazer,6,0.075,numbers,control_exclude_meteg,full
paseq,4,zinor,4,0.05,numbers,control_exclude_meteg,full
paseq,5,tevir,4,0.05,numbers,control_exclude_meteg,full
paseq,6,atnah,1,0.0125,numbers,control_exclude_meteg,full
paseq,7,geresh,1,0.0125,numbers,control_exclude_meteg,full
paseq,8,sof_pasuq,1,0.0125,numbers,control_exclude_meteg,full
paseq,9,pashta,1,0.0125,numbers,control_exclude_meteg,full
paseq,10,tipeha,1,0.0125,numbers,control_exclude_meteg,full
pashta,1,munah,537,0.44124897,numbers,control_exclude_meteg,full
pashta,2,zaqef_qatan,496,0.40755957,numbers,control_exclude_meteg,full
pashta,3,pashta,174,0.14297453,numbers,control_exclude_meteg,full
pashta,4,mahapakh,7,0.00575185,numbers,control_exclude_meteg,full
pashta,5,qadma,2,0.00164339,numbers,control_exclude_meteg,full
pashta,6,darga,1,0.00082169,numbers,control_exclude_meteg,full
pazer,1,telisha_qetana,19,0.52777778,numbers,control_exclude_meteg,full
pazer,2,munah,9,0.25,numbers,control_exclude_meteg,full
pazer,3,telisha_gedola,6,0.16666667,numbers,control_exclude_meteg,full
pazer,4,pazer,1,0.02777778,numbers,control_exclude_meteg,full
pazer,5,qadma,1,0.02777778,numbers,control_exclude_meteg,full
qadma,1,geresh,202,0.46436782,numbers,control_exclude_meteg,full
qadma,2,mahapakh,98,0.22528736,numbers,control_exclude_meteg,full
qadma,3,merkha,50,0.11494253,numbers,control_exclude_meteg,full
qadma,4,darga,47,0.10804598,numbers,control_exclude_meteg,full
qadma,5,zaqef_qatan,31,0.07126437,numbers,control_exclude_meteg,full
qadma,6,munah,6,0.0137931,numbers,control_exclude_meteg,full
qadma,7,paseq,1,0.00229885,numbers,control_exclude_meteg,full
qarney_para,1,telisha_qetana,1,1.0,numbers,control_exclude_meteg,full
revia,1,pashta,145,0.2917505,numbers,control_exclude_meteg,full
revia,2,mahapakh,107,0.21529175,numbers,control_exclude_meteg,full
revia,3,tevir,55,0.11066398,numbers,control_exclude_meteg,full
revia,4,qadma,55,0.11066398,numbers,control_exclude_meteg,full
revia,5,munah,33,0.06639839,numbers,control_exclude_meteg,full
revia,6,darga,28,0.05633803,numbers,control_exclude_meteg,full
revia,7,yetiv,22,0.04426559,numbers,control_exclude_meteg,full
revia,8,merkha,21,0.04225352,numbers,control_exclude_meteg,full
revia,9,gershayim,11,0.0221328,numbers,control_exclude_meteg,full
revia,10,zinor,9,0.01810865,numbers,control_exclude_meteg,full
segol,1,mahapakh,37,0.38541667,numbers,control_exclude_meteg,full
segol,2,revia,17,0.17708333,numbers,control_exclude_meteg,full
segol,3,munah,15,0.15625,numbers,control_exclude_meteg,full
segol,4,pashta,9,0.09375,numbers,control_exclude_meteg,full
segol,5,qadma,8,0.08333333,numbers,control_exclude_meteg,full
segol,6,gershayim,3,0.03125,numbers,control_exclude_meteg,full
segol,7,telisha_gedola,2,0.02083333,numbers,control_exclude_meteg,full
segol,8,geresh,1,0.01041667,numbers,control_exclude_meteg,full
segol,9,telisha_qetana,1,0.01041667,numbers,control_exclude_meteg,full
segol,10,pazer,1,0.01041667,numbers,control_exclude_meteg,full
sof_pasuq,1,munah,273,0.21278254,numbers,control_exclude_meteg,full
sof_pasuq,2,merkha,204,0.15900234,numbers,control_exclude_meteg,full
sof_pasuq,3,qadma,152,0.11847233,numbers,control_exclude_meteg,full
sof_pasuq,4,tipeha,129,0.1005456,numbers,control_exclude_meteg,full
sof_pasuq,5,pashta,115,0.08963367,numbers,control_exclude_meteg,full
sof_pasuq,6,mahapakh,107,0.08339829,numbers,control_exclude_meteg,full
sof_pasuq,7,revia,54,0.04208885,numbers,control_exclude_meteg,full
