current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
meteg,sof_pasuq,856,105.716,8.62163991,41,87.023351,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
merkha,tipeha,801,193.764,11.85370598,55,51.227523,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
munah,zaqef_qatan,571,113.592,10.13966406,49,45.110765,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
tipeha,meteg,514,205.344,11.66025343,55,26.47078,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
merkha,meteg,440,170.8,12.15660859,55,22.144334,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
tipeha,atnah,439,116.096,9.63921375,47,33.498998,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
zaqef_qatan,tipeha,425,141.04,10.09863007,47,28.118665,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
pashta,munah,399,103.908,9.17279109,44,32.170361,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
mahapakh,pashta,386,34.928,5.56116194,30,63.129253,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
tipeha,merkha,370,195.864,11.96638129,55,14.552102,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
tipeha,munah,344,192.404,12.21464589,53,12.411002,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
munah,atnah,335,93.484,9.18712999,46,26.288515,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
pashta,zaqef_qatan,309,76.9,8.11624876,39,28.596955,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
zaqef_qatan,merkha,300,115.48,9.94611991,47,18.551958,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
tevir,merkha,238,47.956,6.29352826,30,30.196734,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
atnah,merkha,179,94.888,8.46985299,41,9.930751,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
munah,revia,175,35.228,5.59690247,28,24.973099,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
tevir,tipeha,161,58.76,6.97776158,36,14.652263,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
darga,tevir,153,6.208,2.52790371,13,58.068667,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
qadma,geresh,149,4.852,2.25976151,12,63.789032,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,munah,140,98.304,8.81421269,43,4.730542,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
pashta,pashta,133,69.012,7.89768,39,8.102126,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,merkha,131,100.308,8.87921719,43,3.456611,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
merkha,tevir,100,48.516,6.52657096,32,7.888369,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,qadma,100,24.28,4.71364762,24,16.063992,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,mahapakh,88,32.44,5.56509489,28,9.983657,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
atnah,mahapakh,85,31.232,5.06446158,27,10.616726,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
geresh,munah,75,20.456,4.33256836,23,12.589299,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
revia,pashta,70,23.596,4.53553396,24,10.23121,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
telisha_qetana,qadma,69,2.048,1.54637028,8,43.296228,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
qadma,mahapakh,66,12.792,3.39807647,19,15.65827,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
revia,mahapakh,64,11.82,3.44719198,19,15.136958,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
atnah,qadma,50,23.468,4.77873637,25,5.552095,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
munah,paseq,47,6.044,2.24459726,12,18.24648,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,revia,46,23.012,4.64609522,25,4.947811,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
atnah,tevir,45,28.568,5.09403305,27,3.225735,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
paseq,munah,42,6.272,2.34006831,15,15.26793,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
gershayim,mahapakh,39,2.932,1.69554578,9,21.272206,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
qadma,darga,39,4.92,2.09263386,12,16.285697,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
yetiv,munah,39,5.688,2.17844866,12,15.291616,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
geresh,revia,38,4.488,2.03233302,11,16.489424,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
atnah,darga,36,11.768,3.47714512,21,6.968935,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
zinor,munah,36,6.128,2.17128393,12,13.757759,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
munah,segol,34,6.088,2.44297534,14,11.425412,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,gershayim,33,5.596,2.2568023,14,12.142845,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
telisha_gedola,qadma,32,1.644,1.25681436,7,24.15313,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
revia,qadma,31,9.016,3.12261861,19,7.040245,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
munah,zinor,30,6.116,2.31429641,13,10.320199,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,telisha_qetana,30,5.224,2.30892802,12,10.730521,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
revia,tevir,25,11.052,3.29068541,19,4.238631,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
geresh,mahapakh,24,6.672,2.56098626,15,6.766143,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
zaqef_qatan,zaqef_gadol,24,4.792,1.96677625,10,9.766235,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
zaqef_gadol,tipeha,21,8.032,2.59265568,15,5.001821,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
zaqef_gadol,merkha,20,6.208,2.36539985,13,5.830727,True,0.00398406,0,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,darga,24,12.636,3.53745081,20,3.212483,True,0.00796813,1,250,leviticus,explore_k3_7_edges20,full
atnah,munah,107,92.74,7.95269649,44,1.793103,True,0.04780876,11,250,leviticus,explore_k3_7_edges20,full
mahapakh,meteg,63,55.616,6.65112727,35,1.110188,True,0.14741036,36,250,leviticus,explore_k3_7_edges20,full
atnah,tipeha,126,116.22,9.40283218,47,1.040112,True,0.18326693,45,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,pashta,72,65.412,7.33494798,35,0.898166,True,0.21513944,53,250,leviticus,explore_k3_7_edges20,full
zaqef_qatan,tevir,38,34.716,5.09146699,28,0.645001,True,0.28685259,71,250,leviticus,explore_k3_7_edges20,full
revia,meteg,40,38.416,5.92413076,31,0.267381,True,0.41035857,102,250,leviticus,explore_k3_7_edges20,full
sof_pasuq,tevir,27,30.532,5.17417281,27,-0.682621,True,0.76095618,190,250,leviticus,explore_k3_7_edges20,full
qadma,merkha,35,39.636,6.05326955,30,-0.765867,True,0.81673307,204,250,leviticus,explore_k3_7_edges20,full
atnah,pashta,55,61.884,7.40227795,37,-0.929984,True,0.8247012,206,250,leviticus,explore_k3_7_edges20,full
meteg,pashta,101,111.636,9.48934638,47,-1.120836,True,0.89243028,223,250,leviticus,explore_k3_7_edges20,full
