cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,860,0.58663029,genesis,control_exclude_meteg,core_projected
atnah,2,munah,592,0.40381992,genesis,control_exclude_meteg,core_projected
revia,1,munah,343,0.56229508,genesis,control_exclude_meteg,core_projected
sof_pasuq,1,tipeha,865,0.56535948,genesis,control_exclude_meteg,core_projected
sof_pasuq,2,merkha,643,0.42026144,genesis,control_exclude_meteg,core_projected
zaqef_qatan,1,munah,1216,0.6488794,genesis,control_exclude_meteg,core_projected
zaqef_qatan,2,pashta,610,0.32550694,genesis,control_exclude_meteg,core_projected
atnah,1,tipeha,618,0.53832753,exodus,control_exclude_meteg,core_projected
atnah,2,munah,524,0.45644599,exodus,control_exclude_meteg,core_projected
revia,1,munah,306,0.6035503,exodus,control_exclude_meteg,core_projected
sof_pasuq,1,tipeha,736,0.61078838,exodus,control_exclude_meteg,core_projected
sof_pasuq,2,merkha,456,0.37842324,exodus,control_exclude_meteg,core_projected
zaqef_qatan,1,munah,896,0.60622463,exodus,control_exclude_meteg,core_projected
zaqef_qatan,2,pashta,527,0.35656292,exodus,control_exclude_meteg,core_projected
atnah,1,tipeha,466,0.57318573,leviticus,control_exclude_meteg,core_projected
atnah,2,munah,345,0.42435424,leviticus,control_exclude_meteg,core_projected
revia,1,munah,201,0.64423077,leviticus,control_exclude_meteg,core_projected
sof_pasuq,1,tipeha,485,0.56592765,leviticus,control_exclude_meteg,core_projected
sof_pasuq,2,merkha,370,0.43173862,leviticus,control_exclude_meteg,core_projected
zaqef_qatan,1,munah,593,0.60081054,leviticus,control_exclude_meteg,core_projected
zaqef_qatan,2,pashta,350,0.35460993,leviticus,control_exclude_meteg,core_projected
atnah,1,tipeha,651,0.56559513,numbers,control_exclude_meteg,core_projected
atnah,2,munah,499,0.43353606,numbers,control_exclude_meteg,core_projected
revia,1,munah,294,0.5915493,numbers,control_exclude_meteg,core_projected
sof_pasuq,1,tipeha,770,0.59968847,numbers,control_exclude_meteg,core_projected
sof_pasuq,2,merkha,511,0.39797508,numbers,control_exclude_meteg,core_projected
zaqef_qatan,1,munah,796,0.58658806,numbers,control_exclude_meteg,core_projected
zaqef_qatan,2,pashta,496,0.36551216,numbers,control_exclude_meteg,core_projected
atnah,1,tipeha,535,0.58662281,deuteronomy,control_exclude_meteg,core_projected
atnah,2,munah,369,0.40460526,deuteronomy,control_exclude_meteg,core_projected
revia,1,munah,300,0.5859375,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,1,tipeha,566,0.5932914,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,2,merkha,376,0.39412998,deuteronomy,control_exclude_meteg,core_projected
zaqef_qatan,1,munah,840,0.64965197,deuteronomy,control_exclude_meteg,core_projected
zaqef_qatan,2,pashta,411,0.31786543,deuteronomy,control_exclude_meteg,core_projected
