k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,744,0.04107094,31.4854,18115,23.63,4.58346383,26,157.167161,True,0.00497512,0,200,1,genesis,control_exclude_meteg,full
3,mahapakh pashta zaqef_qatan,363,0.02003864,49.020932,18115,7.405,2.69952071,14,131.725235,True,0.00497512,0,200,2,genesis,control_exclude_meteg,full
3,sof_pasuq qadma geresh,88,0.00485785,150.42735,18115,0.585,0.73174604,4,119.460845,True,0.00497512,0,200,3,genesis,control_exclude_meteg,full
3,darga tevir tipeha,130,0.00717637,96.654275,18115,1.345,1.13685407,6,113.167559,True,0.00497512,0,200,4,genesis,control_exclude_meteg,full
3,tipeha merkha sof_pasuq,643,0.03549545,19.523303,18115,32.935,5.40061182,28,112.962201,True,0.00497512,0,200,5,genesis,control_exclude_meteg,full
3,tipeha munah atnah,590,0.03256969,18.271911,18115,32.29,5.23189868,27,106.598012,True,0.00497512,0,200,6,genesis,control_exclude_meteg,full
3,tevir merkha tipeha,395,0.02180513,28.71683,18115,13.755,3.71537279,19,102.612852,True,0.00497512,0,200,7,genesis,control_exclude_meteg,full
3,qadma mahapakh pashta,120,0.00662434,64.690027,18115,1.855,1.24568602,7,94.843322,True,0.00497512,0,200,8,genesis,control_exclude_meteg,full
3,revia mahapakh pashta,154,0.00850124,61.111111,18115,2.52,1.59761128,10,94.816556,True,0.00497512,0,200,9,genesis,control_exclude_meteg,full
3,mahapakh pashta munah,283,0.01562241,28.485153,18115,9.935,2.90568236,15,93.976205,True,0.00497512,0,200,10,genesis,control_exclude_meteg,full
3,zaqef_qatan merkha tipeha,610,0.03367375,14.961982,18115,40.77,6.61254328,34,86.083369,True,0.00497512,0,200,11,genesis,control_exclude_meteg,full
3,darga tevir merkha,94,0.00518907,78.333333,18115,1.2,1.10276036,6,84.152463,True,0.00497512,0,200,12,genesis,control_exclude_meteg,full
3,merkha tipeha atnah,503,0.02776704,15.84252,18115,31.75,5.7088048,28,82.547927,True,0.00497512,0,200,13,genesis,control_exclude_meteg,full
3,merkha tipeha sof_pasuq,511,0.02820867,15.178969,18115,33.665,5.82429283,29,81.955872,True,0.00497512,0,200,14,genesis,control_exclude_meteg,full
3,sof_pasuq darga tevir,67,0.00369859,91.156463,18115,0.735,0.84161546,4,78.735483,True,0.00497512,0,200,15,genesis,control_exclude_meteg,full
3,paseq munah revia,51,0.00281535,121.428571,18115,0.42,0.64473126,4,78.451292,True,0.00497512,0,200,16,genesis,control_exclude_meteg,full
3,munah zaqef_qatan tipeha,512,0.02826387,12.610837,18115,40.6,6.47065273,32,72.852001,True,0.00497512,0,200,17,genesis,control_exclude_meteg,full
3,sof_pasuq mahapakh pashta,186,0.01026773,31.472081,18115,5.91,2.50063309,14,72.017763,True,0.00497512,0,200,18,genesis,control_exclude_meteg,full
3,qadma geresh mahapakh,37,0.00204251,145.098039,18115,0.255,0.52089505,3,70.54204,True,0.00497512,0,200,19,genesis,control_exclude_meteg,full
3,munah zaqef_qatan merkha,412,0.02274358,12.417119,18115,33.18,5.51175993,27,68.729409,True,0.00497512,0,200,20,genesis,control_exclude_meteg,full
3,yetiv munah zaqef_qatan,68,0.0037538,65.700483,18115,1.035,1.0192987,6,65.69713,True,0.00497512,0,200,21,genesis,control_exclude_meteg,full
3,gershayim mahapakh pashta,46,0.00253933,93.877551,18115,0.49,0.69448654,5,65.530427,True,0.00497512,0,200,22,genesis,control_exclude_meteg,full
3,qadma geresh munah,54,0.00298096,58.695652,18115,0.92,0.93163281,5,56.975237,True,0.00497512,0,200,23,genesis,control_exclude_meteg,full
3,atnah mahapakh pashta,137,0.00756279,22.459016,18115,6.1,2.42888812,14,53.892972,True,0.00497512,0,200,24,genesis,control_exclude_meteg,full
3,mahapakh pashta pashta,134,0.00739718,19.392185,18115,6.91,2.54248326,15,49.986563,True,0.00497512,0,200,25,genesis,control_exclude_meteg,full
3,geresh revia pashta,41,0.00226332,55.033557,18115,0.745,0.82667524,5,48.695059,True,0.00497512,0,200,26,genesis,control_exclude_meteg,full
3,geresh mahapakh pashta,49,0.00270494,49.746193,18115,0.985,1.00490006,6,47.780871,True,0.00497512,0,200,27,genesis,control_exclude_meteg,full
3,zaqef_gadol merkha tipeha,90,0.00496826,22.84264,18115,3.94,1.81739225,10,47.353564,True,0.00497512,0,200,28,genesis,control_exclude_meteg,full
3,atnah merkha tipeha,284,0.01567762,8.977398,18115,31.635,5.48105692,28,46.043127,True,0.00497512,0,200,29,genesis,control_exclude_meteg,full
3,munah revia mahapakh,85,0.00469224,23.480663,18115,3.62,1.84461732,10,44.117552,True,0.00497512,0,200,30,genesis,control_exclude_meteg,full
3,sof_pasuq munah revia,118,0.00651394,17.717718,18115,6.66,2.60929918,14,42.670461,True,0.00497512,0,200,31,genesis,control_exclude_meteg,full
3,geresh munah revia,45,0.00248413,42.45283,18115,1.06,1.05449504,6,41.669233,True,0.00497512,0,200,32,genesis,control_exclude_meteg,full
3,zaqef_qatan tipeha atnah,223,0.01231024,8.835182,18115,25.24,4.83105532,22,40.935155,True,0.00497512,0,200,33,genesis,control_exclude_meteg,full
3,revia pashta munah,121,0.00667955,15.54271,18115,7.785,2.77439386,14,40.807112,True,0.00497512,0,200,34,genesis,control_exclude_meteg,full
3,munah paseq munah,53,0.00292575,32.218845,18115,1.645,1.2834372,7,40.013645,True,0.00497512,0,200,35,genesis,control_exclude_meteg,full
3,munah revia pashta,119,0.00656914,15.504886,18115,7.675,2.81228014,15,39.585317,True,0.00497512,0,200,36,genesis,control_exclude_meteg,full
3,atnah qadma geresh,30,0.00165609,51.282051,18115,0.585,0.74535412,4,39.464463,True,0.00497512,0,200,37,genesis,control_exclude_meteg,full
3,gershayim munah revia,26,0.00143527,53.608247,18115,0.485,0.66481947,4,38.37884,True,0.00497512,0,200,38,genesis,control_exclude_meteg,full
3,revia yetiv munah,24,0.00132487,62.337662,18115,0.385,0.62347301,4,37.876539,True,0.00497512,0,200,39,genesis,control_exclude_meteg,full
