current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,1576,394.426,16.50361362,79,71.594866,True,0.00199601,0,500,genesis,control_exclude_meteg,full
munah,zaqef_qatan,1216,248.104,13.76881784,66,70.296231,True,0.00199601,0,500,genesis,control_exclude_meteg,full
tipeha,sof_pasuq,865,250.946,13.3696889,66,45.928817,True,0.00199601,0,500,genesis,control_exclude_meteg,full
tipeha,atnah,860,240.036,13.4634778,69,46.047835,True,0.00199601,0,500,genesis,control_exclude_meteg,full
mahapakh,pashta,789,74.844,7.79263205,43,91.64503,True,0.00199601,0,500,genesis,control_exclude_meteg,full
zaqef_qatan,tipeha,766,305.932,15.16890132,75,30.329685,True,0.00199601,0,500,genesis,control_exclude_meteg,full
pashta,munah,763,226.358,13.3568952,69,40.177151,True,0.00199601,0,500,genesis,control_exclude_meteg,full
tipeha,merkha,645,394.068,16.85870124,77,14.884421,True,0.00199601,0,500,genesis,control_exclude_meteg,full
merkha,sof_pasuq,643,203.486,11.81189425,59,37.209443,True,0.00199601,0,500,genesis,control_exclude_meteg,full
zaqef_qatan,merkha,638,249.6,14.19108077,75,27.369304,True,0.00199601,0,500,genesis,control_exclude_meteg,full
pashta,zaqef_qatan,610,175.908,11.7720303,63,36.874863,True,0.00199601,0,500,genesis,control_exclude_meteg,full
tipeha,munah,598,393.376,17.21916442,85,11.883503,True,0.00199601,0,500,genesis,control_exclude_meteg,full
munah,atnah,592,194.286,12.22059286,60,32.544575,True,0.00199601,0,500,genesis,control_exclude_meteg,full
tevir,merkha,395,83.058,8.77842569,46,35.535073,True,0.00199601,0,500,genesis,control_exclude_meteg,full
atnah,merkha,329,194.636,11.67236017,60,11.511297,True,0.00199601,0,500,genesis,control_exclude_meteg,full
munah,revia,327,80.426,8.07706642,43,30.527668,True,0.00199601,0,500,genesis,control_exclude_meteg,full
sof_pasuq,munah,308,202.812,12.80705655,63,8.213285,True,0.00199601,0,500,genesis,control_exclude_meteg,full
pashta,pashta,302,160.204,10.67719012,54,13.280273,True,0.00199601,0,500,genesis,control_exclude_meteg,full
atnah,munah,234,194.134,12.68075894,63,3.143818,True,0.00199601,0,500,genesis,control_exclude_meteg,full
tevir,tipeha,226,102.284,8.87428024,44,13.940962,True,0.00199601,0,500,genesis,control_exclude_meteg,full
darga,tevir,225,8.664,2.85997604,16,75.642592,True,0.00199601,0,500,genesis,control_exclude_meteg,full
revia,pashta,222,57.174,7.04549516,38,23.394523,True,0.00199601,0,500,genesis,control_exclude_meteg,full
qadma,geresh,216,6.238,2.41682396,13,86.79242,True,0.00199601,0,500,genesis,control_exclude_meteg,full
sof_pasuq,mahapakh,186,67.12,7.43910482,42,15.980417,True,0.00199601,0,500,genesis,control_exclude_meteg,full
merkha,tevir,160,82.922,8.21186858,46,9.386171,True,0.00199601,0,500,genesis,control_exclude_meteg,full
revia,mahapakh,155,27.252,5.38390833,32,23.727744,True,0.00199601,0,500,genesis,control_exclude_meteg,full
sof_pasuq,qadma,155,38.7,5.35755605,31,21.707659,True,0.00199601,0,500,genesis,control_exclude_meteg,full
atnah,mahapakh,137,64.352,7.96284559,42,9.123372,True,0.00199601,0,500,genesis,control_exclude_meteg,full
qadma,mahapakh,126,20.02,4.42433605,25,23.953877,True,0.00199601,0,500,genesis,control_exclude_meteg,full
zaqef_gadol,merkha,97,23.402,4.39670992,26,16.739335,True,0.00199601,0,500,genesis,control_exclude_meteg,full
telisha_qetana,qadma,92,2.42,1.50470205,8,59.533381,True,0.00199601,0,500,genesis,control_exclude_meteg,full
geresh,revia,91,8.448,2.98145504,19,27.688494,True,0.00199601,0,500,genesis,control_exclude_meteg,full
sof_pasuq,revia,90,51.798,6.80424805,37,5.614434,True,0.00199601,0,500,genesis,control_exclude_meteg,full
atnah,qadma,74,36.88,5.54609036,30,6.693003,True,0.00199601,0,500,genesis,control_exclude_meteg,full
sof_pasuq,darga,73,21.31,4.30382921,26,12.010235,True,0.00199601,0,500,genesis,control_exclude_meteg,full
munah,paseq,72,12.108,3.02897431,19,19.77303,True,0.00199601,0,500,genesis,control_exclude_meteg,full
