cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,860,0.58663029,genesis,control_exclude_meteg,full
atnah,2,munah,592,0.40381992,genesis,control_exclude_meteg,full
atnah,3,sof_pasuq,8,0.00545703,genesis,control_exclude_meteg,full
atnah,4,paseq,6,0.00409277,genesis,control_exclude_meteg,full
paseq,1,munah,72,0.7826087,genesis,control_exclude_meteg,full
paseq,2,darga,9,0.09782609,genesis,control_exclude_meteg,full
paseq,3,mahapakh,5,0.05434783,genesis,control_exclude_meteg,full
revia,1,munah,327,0.53606557,genesis,control_exclude_meteg,full
revia,2,geresh,91,0.14918033,genesis,control_exclude_meteg,full
revia,3,sof_pasuq,90,0.14754098,genesis,control_exclude_meteg,full
revia,4,atnah,63,0.10327869,genesis,control_exclude_meteg,full
revia,5,segol,15,0.02459016,genesis,control_exclude_meteg,full
revia,6,zaqef_qatan,11,0.01803279,genesis,control_exclude_meteg,full
revia,7,paseq,6,0.00983607,genesis,control_exclude_meteg,full
sof_pasuq,1,tipeha,865,0.56535948,genesis,control_exclude_meteg,full
sof_pasuq,2,merkha,643,0.42026144,genesis,control_exclude_meteg,full
sof_pasuq,3,atnah,22,0.01437908,genesis,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,60,0.34090909,genesis,control_exclude_meteg,full
zaqef_gadol,2,sof_pasuq,57,0.32386364,genesis,control_exclude_meteg,full
zaqef_gadol,3,atnah,55,0.3125,genesis,control_exclude_meteg,full
zaqef_qatan,1,munah,1216,0.6488794,genesis,control_exclude_meteg,full
zaqef_qatan,2,pashta,610,0.32550694,genesis,control_exclude_meteg,full
zaqef_qatan,3,qadma,28,0.0149413,genesis,control_exclude_meteg,full
zaqef_qatan,4,yetiv,7,0.00373533,genesis,control_exclude_meteg,full
atnah,1,tipeha,618,0.53832753,exodus,control_exclude_meteg,full
atnah,2,munah,524,0.45644599,exodus,control_exclude_meteg,full
paseq,1,munah,67,0.84810127,exodus,control_exclude_meteg,full
paseq,2,merkha,8,0.10126582,exodus,control_exclude_meteg,full
revia,1,munah,290,0.57199211,exodus,control_exclude_meteg,full
revia,2,geresh,71,0.14003945,exodus,control_exclude_meteg,full
revia,3,sof_pasuq,63,0.12426036,exodus,control_exclude_meteg,full
revia,4,atnah,50,0.09861933,exodus,control_exclude_meteg,full
revia,5,zaqef_qatan,15,0.0295858,exodus,control_exclude_meteg,full
revia,6,segol,14,0.02761341,exodus,control_exclude_meteg,full
sof_pasuq,1,tipeha,736,0.61078838,exodus,control_exclude_meteg,full
sof_pasuq,2,merkha,456,0.37842324,exodus,control_exclude_meteg,full
sof_pasuq,3,atnah,9,0.00746888,exodus,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,41,0.41414141,exodus,control_exclude_meteg,full
zaqef_gadol,2,atnah,38,0.38383838,exodus,control_exclude_meteg,full
zaqef_gadol,3,sof_pasuq,18,0.18181818,exodus,control_exclude_meteg,full
zaqef_qatan,1,munah,896,0.60622463,exodus,control_exclude_meteg,full
zaqef_qatan,2,pashta,527,0.35656292,exodus,control_exclude_meteg,full
zaqef_qatan,3,qadma,22,0.01488498,exodus,control_exclude_meteg,full
zaqef_qatan,4,yetiv,13,0.00879567,exodus,control_exclude_meteg,full
zaqef_qatan,5,atnah,7,0.00473613,exodus,control_exclude_meteg,full
zaqef_qatan,6,zaqef_qatan,5,0.00338295,exodus,control_exclude_meteg,full
atnah,1,tipeha,466,0.57318573,leviticus,control_exclude_meteg,full
atnah,2,munah,345,0.42435424,leviticus,control_exclude_meteg,full
paseq,1,munah,47,0.87037037,leviticus,control_exclude_meteg,full
revia,1,munah,197,0.63141026,leviticus,control_exclude_meteg,full
revia,2,sof_pasuq,49,0.15705128,leviticus,control_exclude_meteg,full
revia,3,geresh,41,0.13141026,leviticus,control_exclude_meteg,full
revia,4,atnah,14,0.04487179,leviticus,control_exclude_meteg,full
revia,5,gershayim,5,0.01602564,leviticus,control_exclude_meteg,full
sof_pasuq,1,tipeha,485,0.56592765,leviticus,control_exclude_meteg,full
sof_pasuq,2,merkha,370,0.43173862,leviticus,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,24,0.43636364,leviticus,control_exclude_meteg,full
zaqef_gadol,2,sof_pasuq,17,0.30909091,leviticus,control_exclude_meteg,full
zaqef_gadol,3,atnah,14,0.25454545,leviticus,control_exclude_meteg,full
zaqef_qatan,1,munah,593,0.60081054,leviticus,control_exclude_meteg,full
zaqef_qatan,2,pashta,350,0.35460993,leviticus,control_exclude_meteg,full
zaqef_qatan,3,qadma,21,0.0212766,leviticus,control_exclude_meteg,full
zaqef_qatan,4,yetiv,10,0.01013171,leviticus,control_exclude_meteg,full
zaqef_qatan,5,sof_pasuq,8,0.00810537,leviticus,control_exclude_meteg,full
atnah,1,tipeha,651,0.56559513,numbers,control_exclude_meteg,full
atnah,2,munah,499,0.43353606,numbers,control_exclude_meteg,full
paseq,1,munah,68,0.85,numbers,control_exclude_meteg,full
paseq,2,merkha,6,0.075,numbers,control_exclude_meteg,full
revia,1,munah,265,0.5331992,numbers,control_exclude_meteg,full
revia,2,geresh,69,0.138833,numbers,control_exclude_meteg,full
revia,3,sof_pasuq,54,0.10865191,numbers,control_exclude_meteg,full
revia,4,atnah,51,0.10261569,numbers,control_exclude_meteg,full
revia,5,segol,17,0.03420523,numbers,control_exclude_meteg,full
revia,6,paseq,16,0.03219316,numbers,control_exclude_meteg,full
revia,7,gershayim,15,0.03018109,numbers,control_exclude_meteg,full
revia,8,zaqef_qatan,10,0.02012072,numbers,control_exclude_meteg,full
sof_pasuq,1,tipeha,770,0.59968847,numbers,control_exclude_meteg,full
sof_pasuq,2,merkha,511,0.39797508,numbers,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,45,0.35714286,numbers,control_exclude_meteg,full
zaqef_gadol,2,atnah,44,0.34920635,numbers,control_exclude_meteg,full
zaqef_gadol,3,sof_pasuq,35,0.27777778,numbers,control_exclude_meteg,full
zaqef_qatan,1,munah,796,0.58658806,numbers,control_exclude_meteg,full
zaqef_qatan,2,pashta,496,0.36551216,numbers,control_exclude_meteg,full
zaqef_qatan,3,qadma,31,0.02284451,numbers,control_exclude_meteg,full
zaqef_qatan,4,yetiv,13,0.00957996,numbers,control_exclude_meteg,full
zaqef_qatan,5,atnah,8,0.00589536,numbers,control_exclude_meteg,full
zaqef_qatan,6,sof_pasuq,7,0.00515844,numbers,control_exclude_meteg,full
zaqef_qatan,7,zaqef_qatan,6,0.00442152,numbers,control_exclude_meteg,full
atnah,1,tipeha,535,0.58662281,deuteronomy,control_exclude_meteg,full
atnah,2,munah,369,0.40460526,deuteronomy,control_exclude_meteg,full
paseq,1,munah,66,0.80487805,deuteronomy,control_exclude_meteg,full
paseq,2,merkha,6,0.07317073,deuteronomy,control_exclude_meteg,full
revia,1,munah,294,0.57421875,deuteronomy,control_exclude_meteg,full
revia,2,geresh,75,0.14648438,deuteronomy,control_exclude_meteg,full
revia,3,sof_pasuq,66,0.12890625,deuteronomy,control_exclude_meteg,full
revia,4,atnah,49,0.09570312,deuteronomy,control_exclude_meteg,full
revia,5,zaqef_qatan,17,0.03320312,deuteronomy,control_exclude_meteg,full
revia,6,segol,5,0.00976562,deuteronomy,control_exclude_meteg,full
sof_pasuq,1,tipeha,566,0.5932914,deuteronomy,control_exclude_meteg,full
sof_pasuq,2,merkha,376,0.39412998,deuteronomy,control_exclude_meteg,full
sof_pasuq,3,atnah,5,0.00524109,deuteronomy,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,32,0.45714286,deuteronomy,control_exclude_meteg,full
zaqef_gadol,2,sof_pasuq,18,0.25714286,deuteronomy,control_exclude_meteg,full
zaqef_gadol,3,atnah,17,0.24285714,deuteronomy,control_exclude_meteg,full
zaqef_qatan,1,munah,840,0.64965197,deuteronomy,control_exclude_meteg,full
zaqef_qatan,2,pashta,411,0.31786543,deuteronomy,control_exclude_meteg,full
zaqef_qatan,3,yetiv,12,0.00928074,deuteronomy,control_exclude_meteg,full
zaqef_qatan,4,qadma,11,0.00850735,deuteronomy,control_exclude_meteg,full
zaqef_qatan,5,zaqef_qatan,10,0.00773395,deuteronomy,control_exclude_meteg,full
zaqef_qatan,6,atnah,5,0.00386698,deuteronomy,control_exclude_meteg,full
