book,model,relation,reset_taamim,n_words,n_pulses,n_accents,n_intervals,unique_intervals,mean_interval,median_interval,entropy_norm,top1_interval,top1_share,top3_intervals,top3_share,top5_intervals,top5_share,null_model,null_top3_mean,null_top3_sd,top3_z,top3_empirical_p,top3_empirical_p_tail,null_entropy_mean,null_entropy_sd,entropy_z,entropy_empirical_p,entropy_empirical_p_tail
genesis,continuous,continuous,none,20596,45729,18129,18128,8,2.522341,2.0,0.66723706,2,0.40175419,2+3+1,0.85012136,2+3+1+4+5,0.99282877,not_applicable_distribution_preserved,,,,,,,,,,
genesis,sof_only,within,sof_pasuq,20596,45729,18129,16599,8,2.506115,2,0.66612726,2,0.40809687,2+3+1,0.85270197,2+3+1+4+5,0.99277065,none,,,,,upper,,,,,lower
genesis,sof_only,cross_reset,sof_pasuq,20596,45729,18129,1529,7,2.698496,3,0.71248788,3,0.3911053,3+2+4,0.85938522,3+2+4+1+5,0.99345978,none,,,,,upper,,,,,lower
genesis,sof_only,all,sof_pasuq,20596,45729,18129,18128,8,2.522341,2.0,0.66723706,2,0.40175419,2+3+1,0.85012136,2+3+1+4+5,0.99282877,not_applicable_distribution_preserved,,,,,,,,,,
genesis,major,within,atnah+atnah_hafukh+sof_pasuq,20596,45729,18129,15133,8,2.500231,2,0.6627226,2,0.41260821,2+3+1,0.85515099,2+3+1+4+5,0.9931276,none,,,,,upper,,,,,lower
genesis,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,20596,45729,18129,2995,7,2.634057,3,0.73133542,3,0.35358932,3+2+4,0.83105175,3+2+4+1+5,0.99131886,none,,,,,upper,,,,,lower
genesis,major,all,atnah+atnah_hafukh+sof_pasuq,20596,45729,18129,18128,8,2.522341,2.0,0.66723706,2,0.40175419,2+3+1,0.85012136,2+3+1+4+5,0.99282877,not_applicable_distribution_preserved,,,,,,,,,,
genesis,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,20596,45729,18129,12382,8,2.489259,2.0,0.64983719,2,0.42432563,2+3+1,0.86310774,2+3+1+4+5,0.99458892,none,,,,,upper,,,,,lower
genesis,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,20596,45729,18129,5746,7,2.59363,3.0,0.74757779,2,0.35311521,2+3+1,0.82213714,2+3+1+4+5,0.98903585,none,,,,,upper,,,,,lower
genesis,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,20596,45729,18129,18128,8,2.522341,2.0,0.66723706,2,0.40175419,2+3+1,0.85012136,2+3+1+4+5,0.99282877,not_applicable_distribution_preserved,,,,,,,,,,
exodus,continuous,continuous,none,16701,37520,14626,14625,8,2.565402,2,0.67269458,2,0.40423932,2+3+4,0.8365812,2+3+4+1+5,0.99186325,not_applicable_distribution_preserved,,,,,,,,,,
exodus,sof_only,within,sof_pasuq,16701,37520,14626,13421,8,2.548245,2,0.67035686,2,0.40980553,2+3+1,0.84188958,2+3+1+4+5,0.99172938,none,,,,,upper,,,,,lower
exodus,sof_only,cross_reset,sof_pasuq,16701,37520,14626,1204,6,2.756645,3.0,0.79690567,3,0.34302326,3+2+4,0.85714286,3+2+4+1+5,0.99335548,none,,,,,upper,,,,,lower
exodus,sof_only,all,sof_pasuq,16701,37520,14626,14625,8,2.565402,2,0.67269458,2,0.40423932,2+3+4,0.8365812,2+3+4+1+5,0.99186325,not_applicable_distribution_preserved,,,,,,,,,,
exodus,major,within,atnah+atnah_hafukh+sof_pasuq,16701,37520,14626,12276,8,2.539752,2.0,0.66572589,2,0.41528185,2+3+1,0.84693711,2+3+1+4+5,0.99177256,none,,,,,upper,,,,,lower
exodus,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,16701,37520,14626,2349,7,2.699447,3,0.74939553,2,0.34653044,2+3+4,0.83226905,2+3+4+1+5,0.99233716,none,,,,,upper,,,,,lower
exodus,major,all,atnah+atnah_hafukh+sof_pasuq,16701,37520,14626,14625,8,2.565402,2,0.67269458,2,0.40423932,2+3+4,0.8365812,2+3+4+1+5,0.99186325,not_applicable_distribution_preserved,,,,,,,,,,
exodus,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16701,37520,14626,10117,8,2.526243,2,0.64824912,2,0.43204507,2+3+1,0.85736879,2+3+1+4+5,0.99347633,none,,,,,upper,,,,,lower
exodus,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16701,37520,14626,4508,7,2.653283,3.0,0.76712755,2,0.34183673,2+3+4,0.79813665,2+3+4+1+5,0.98824312,none,,,,,upper,,,,,lower
exodus,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16701,37520,14626,14625,8,2.565402,2,0.67269458,2,0.40423932,2+3+4,0.8365812,2+3+4+1+5,0.99186325,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,continuous,continuous,none,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,sof_only,within,sof_pasuq,11945,26311,10337,9480,7,2.524895,2.0,0.71892451,2,0.38649789,2+3+1,0.85116034,2+3+1+4+5,0.99187764,none,,,,,upper,,,,,lower
leviticus,sof_only,cross_reset,sof_pasuq,11945,26311,10337,856,7,2.771028,3.0,0.80974424,3,0.32359813,3+2+4,0.75233645,3+2+4+1+5,0.97897196,none,,,,,upper,,,,,lower
leviticus,sof_only,all,sof_pasuq,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,major,within,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,8667,7,2.511942,2,0.7119886,2,0.39356179,2+3+1,0.85819776,2+3+1+4+5,0.99203877,none,,,,,upper,,,,,lower
leviticus,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,1669,7,2.718394,3,0.79567843,3,0.31455962,3+2+4,0.7669263,3+2+4+1+5,0.98442181,none,,,,,upper,,,,,lower
leviticus,major,all,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,7259,7,2.496212,2,0.6948047,2,0.40859623,2+3+1,0.86885246,2+3+1+4+5,0.99407632,none,,,,,upper,,,,,lower
leviticus,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,3077,7,2.661033,3,0.79107464,3,0.30906727,3+2+1,0.78030549,3+2+1+4+5,0.98310042,none,,,,,upper,,,,,lower
leviticus,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
numbers,continuous,continuous,none,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,sof_only,within,sof_pasuq,16404,37184,14464,13180,8,2.559332,2.0,0.68348769,2,0.3939302,2+3+1,0.83778452,2+3+1+4+5,0.98892261,none,,,,,upper,,,,,lower
numbers,sof_only,cross_reset,sof_pasuq,16404,37184,14464,1283,7,2.688231,3,0.74087607,3,0.3826968,3+2+4,0.81917381,3+2+4+1+5,0.99298519,none,,,,,upper,,,,,lower
numbers,sof_only,all,sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major,within,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,12029,8,2.561643,2,0.68049553,2,0.39970072,2+3+1,0.83947128,2+3+1+4+5,0.98861086,none,,,,,upper,,,,,lower
numbers,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,2434,7,2.615859,3.0,0.75028251,3,0.34593262,3+2+1,0.8147083,3+2+1+4+5,0.99260477,none,,,,,upper,,,,,lower
numbers,major,all,atnah+atnah_hafukh+sof_pasuq,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
numbers,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,9969,8,2.55472,2,0.6706682,2,0.41017153,2+3+1,0.84441769,2+3+1+4+5,0.99057077,none,,,,,upper,,,,,lower
numbers,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,4494,8,2.606364,3.0,0.71248687,2,0.32977303,2+3+1,0.81508678,2+3+1+4+5,0.98642635,none,,,,,upper,,,,,lower
numbers,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,16404,37184,14464,14463,8,2.570767,2,0.68536449,2,0.38518979,2+3+1,0.83530388,2+3+1+4+5,0.989283,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,continuous,continuous,none,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,sof_only,within,sof_pasuq,14269,32989,12693,11739,8,2.604055,2,0.68865844,2,0.38240055,2+3+1,0.83158702,2+3+1+4+5,0.98679615,none,,,,,upper,,,,,lower
deuteronomy,sof_only,cross_reset,sof_pasuq,14269,32989,12693,953,7,2.5383,2,0.76548722,2,0.33473242,2+3+1,0.80587618,2+3+1+4+5,0.99055614,none,,,,,upper,,,,,lower
deuteronomy,sof_only,all,sof_pasuq,14269,32989,12693,12692,8,2.599118,2.0,0.69157227,2,0.3788213,2+3+1,0.82965648,2+3+1+4+5,0.98707847,not_applicable_distribution_preserved,,,,,,,,,,
deuteronomy,major,within,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,10831,8,2.604469,2,0.6853513,2,0.38657557,2+3+1,0.83408734,2+3+1+4+5,0.9866125,none,,,,,upper,,,,,lower
deuteronomy,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,14269,32989,12693,1861,7,2.567974,2,0.76797312,2,0.33369156,2+3+1,0.80386889,2+3+1+4+5,0.98979044,none,,,,,upper,,,,,lower
