ngram_n,rank,pattern,count,share,book,model,relation
3,36,1-4-2,83,0.00803174,leviticus,continuous,continuous
3,37,4-1-2,78,0.0075479,leviticus,continuous,continuous
3,38,1-1-2,76,0.00735436,leviticus,continuous,continuous
3,39,1-3-1,72,0.00696729,leviticus,continuous,continuous
3,40,2-4-1,71,0.00687052,leviticus,continuous,continuous
3,41,1-2-4,69,0.00667699,leviticus,continuous,continuous
3,42,3-4-1,68,0.00658022,leviticus,continuous,continuous
3,43,1-4-3,65,0.00628992,leviticus,continuous,continuous
3,44,1-1-3,60,0.00580608,leviticus,continuous,continuous
3,45,3-1-1,59,0.00570931,leviticus,continuous,continuous
3,46,3-1-4,57,0.00551577,leviticus,continuous,continuous
3,47,4-2-1,57,0.00551577,leviticus,continuous,continuous
3,48,4-3-1,53,0.0051287,leviticus,continuous,continuous
3,49,4-2-4,53,0.0051287,leviticus,continuous,continuous
3,50,2-5-2,52,0.00503193,leviticus,continuous,continuous
4,1,2-2-2-2,220,0.02129101,leviticus,continuous,continuous
4,2,2-2-3-2,193,0.01867802,leviticus,continuous,continuous
4,3,2-3-3-3,188,0.01819414,leviticus,continuous,continuous
4,4,3-3-3-2,184,0.01780703,leviticus,continuous,continuous
4,5,2-3-2-2,183,0.01771025,leviticus,continuous,continuous
4,6,3-3-2-2,167,0.01616181,leviticus,continuous,continuous
4,7,3-2-2-3,167,0.01616181,leviticus,continuous,continuous
4,8,3-3-3-3,162,0.01567793,leviticus,continuous,continuous
4,9,2-2-2-3,159,0.01538759,leviticus,continuous,continuous
4,10,3-2-3-3,154,0.01490371,leviticus,continuous,continuous
4,11,3-2-2-2,152,0.01471015,leviticus,continuous,continuous
4,12,2-2-3-3,149,0.01441982,leviticus,continuous,continuous
4,13,3-3-2-3,144,0.01393593,leviticus,continuous,continuous
4,14,2-3-3-2,139,0.01345205,leviticus,continuous,continuous
4,15,3-2-3-2,137,0.01325849,leviticus,continuous,continuous
4,16,2-3-2-3,131,0.01267783,leviticus,continuous,continuous
4,17,2-2-2-1,85,0.00822607,leviticus,continuous,continuous
4,18,2-1-2-2,84,0.00812929,leviticus,continuous,continuous
4,19,1-2-2-2,84,0.00812929,leviticus,continuous,continuous
4,20,2-2-1-2,83,0.00803252,leviticus,continuous,continuous
4,21,3-2-2-1,73,0.00706474,leviticus,continuous,continuous
4,22,4-2-2-2,72,0.00696797,leviticus,continuous,continuous
4,23,1-3-2-3,71,0.00687119,leviticus,continuous,continuous
4,24,3-1-2-2,70,0.00677441,leviticus,continuous,continuous
4,25,2-2-1-3,69,0.00667763,leviticus,continuous,continuous
4,26,3-2-1-2,67,0.00648408,leviticus,continuous,continuous
4,27,2-2-3-1,66,0.0063873,leviticus,continuous,continuous
4,28,3-1-3-2,65,0.00629053,leviticus,continuous,continuous
4,29,1-2-2-3,65,0.00629053,leviticus,continuous,continuous
4,30,2-2-4-2,65,0.00629053,leviticus,continuous,continuous
4,31,2-4-2-2,65,0.00629053,leviticus,continuous,continuous
4,32,4-2-2-3,64,0.00619375,leviticus,continuous,continuous
4,33,3-3-2-1,63,0.00609697,leviticus,continuous,continuous
4,34,3-4-2-2,63,0.00609697,leviticus,continuous,continuous
4,35,2-3-1-2,63,0.00609697,leviticus,continuous,continuous
4,36,2-1-2-3,63,0.00609697,leviticus,continuous,continuous
4,37,2-3-2-1,62,0.00600019,leviticus,continuous,continuous
4,38,3-2-4-2,60,0.00580664,leviticus,continuous,continuous
4,39,3-3-3-1,59,0.00570986,leviticus,continuous,continuous
4,40,1-3-2-2,59,0.00570986,leviticus,continuous,continuous
4,41,3-2-3-4,59,0.00570986,leviticus,continuous,continuous
4,42,2-1-3-2,59,0.00570986,leviticus,continuous,continuous
4,43,2-4-2-3,59,0.00570986,leviticus,continuous,continuous
4,44,2-3-1-3,58,0.00561308,leviticus,continuous,continuous
4,45,2-2-3-4,58,0.00561308,leviticus,continuous,continuous
4,46,2-2-2-4,56,0.00541953,leviticus,continuous,continuous
4,47,3-3-2-4,56,0.00541953,leviticus,continuous,continuous
4,48,1-3-3-2,55,0.00532275,leviticus,continuous,continuous
4,49,2-1-3-3,53,0.0051292,leviticus,continuous,continuous
4,50,2-3-4-2,52,0.00503242,leviticus,continuous,continuous
5,1,2-2-2-2-2,97,0.00938831,leviticus,continuous,continuous
5,2,2-2-3-2-2,84,0.00813008,leviticus,continuous,continuous
5,3,3-2-2-3-2,76,0.00735579,leviticus,continuous,continuous
5,4,3-3-3-2-2,75,0.007259,leviticus,continuous,continuous
5,5,2-3-3-3-2,74,0.00716221,leviticus,continuous,continuous
5,6,2-2-2-2-3,72,0.00696864,leviticus,continuous,continuous
5,7,2-2-3-3-3,71,0.00687185,leviticus,continuous,continuous
5,8,2-3-2-2-3,67,0.00648471,leviticus,continuous,continuous
5,9,3-3-3-3-3,67,0.00648471,leviticus,continuous,continuous
5,10,3-3-3-3-2,66,0.00638792,leviticus,continuous,continuous
5,11,2-3-3-3-3,64,0.00619435,leviticus,continuous,continuous
5,12,3-2-3-3-3,63,0.00609756,leviticus,continuous,continuous
5,13,2-3-2-2-2,61,0.00590399,leviticus,continuous,continuous
5,14,3-3-2-2-3,61,0.00590399,leviticus,continuous,continuous
5,15,2-2-2-3-2,59,0.00571041,leviticus,continuous,continuous
5,16,3-2-2-2-2,59,0.00571041,leviticus,continuous,continuous
5,17,2-3-3-2-3,59,0.00571041,leviticus,continuous,continuous
5,18,3-3-2-2-2,58,0.00561363,leviticus,continuous,continuous
5,19,2-3-2-3-3,57,0.00551684,leviticus,continuous,continuous
5,20,3-2-3-3-2,54,0.00522648,leviticus,continuous,continuous
5,21,2-2-3-2-3,53,0.00512969,leviticus,continuous,continuous
5,22,2-2-3-3-2,53,0.00512969,leviticus,continuous,continuous
5,23,3-3-2-3-2,52,0.00503291,leviticus,continuous,continuous
5,24,3-2-3-2-2,51,0.00493612,leviticus,continuous,continuous
5,25,3-2-2-3-3,50,0.00483933,leviticus,continuous,continuous
5,26,3-3-3-2-3,50,0.00483933,leviticus,continuous,continuous
5,27,3-3-2-3-3,49,0.00474255,leviticus,continuous,continuous
5,28,2-2-2-3-3,48,0.00464576,leviticus,continuous,continuous
5,29,2-3-3-2-2,45,0.0043554,leviticus,continuous,continuous
5,30,3-2-3-2-3,44,0.00425861,leviticus,continuous,continuous
5,31,3-2-2-2-3,42,0.00406504,leviticus,continuous,continuous
5,32,2-1-2-2-2,40,0.00387147,leviticus,continuous,continuous
5,33,2-3-2-3-2,40,0.00387147,leviticus,continuous,continuous
5,34,2-2-2-3-1,32,0.00309717,leviticus,continuous,continuous
5,35,4-2-2-2-2,31,0.00300039,leviticus,continuous,continuous
5,36,3-2-1-2-2,30,0.0029036,leviticus,continuous,continuous
5,37,3-1-3-2-3,30,0.0029036,leviticus,continuous,continuous
5,38,2-2-1-2-2,30,0.0029036,leviticus,continuous,continuous
5,39,2-3-3-3-1,30,0.0029036,leviticus,continuous,continuous
5,40,2-2-2-1-3,29,0.00280681,leviticus,continuous,continuous
5,41,1-2-2-2-2,29,0.00280681,leviticus,continuous,continuous
5,42,1-3-2-3-2,28,0.00271003,leviticus,continuous,continuous
5,43,2-2-3-2-1,28,0.00271003,leviticus,continuous,continuous
5,44,3-3-3-2-4,27,0.00261324,leviticus,continuous,continuous
5,45,2-2-2-1-2,27,0.00261324,leviticus,continuous,continuous
5,46,1-2-3-3-3,27,0.00261324,leviticus,continuous,continuous
5,47,2-3-2-2-1,27,0.00261324,leviticus,continuous,continuous
5,48,2-2-1-3-3,27,0.00261324,leviticus,continuous,continuous
5,49,4-2-2-3-2,27,0.00261324,leviticus,continuous,continuous
5,50,3-3-1-2-2,27,0.00261324,leviticus,continuous,continuous
6,1,2-2-2-2-2-2,41,0.00396864,leviticus,continuous,continuous
6,2,3-3-3-3-2-2,34,0.00329107,leviticus,continuous,continuous
6,3,2-2-3-2-2-2,34,0.00329107,leviticus,continuous,continuous
6,4,3-3-2-2-3-2,33,0.00319427,leviticus,continuous,continuous
6,5,3-2-2-3-2-2,31,0.00300068,leviticus,continuous,continuous
6,6,2-2-2-2-2-3,30,0.00290388,leviticus,continuous,continuous
6,7,2-2-3-3-3-2,29,0.00280709,leviticus,continuous,continuous
6,8,3-3-3-3-3-2,29,0.00280709,leviticus,continuous,continuous
6,9,3-2-3-3-2-3,29,0.00280709,leviticus,continuous,continuous
6,10,2-3-2-2-3-2,28,0.00271029,leviticus,continuous,continuous
6,11,2-3-3-3-3-2,28,0.00271029,leviticus,continuous,continuous
6,12,3-3-3-2-2-2,28,0.00271029,leviticus,continuous,continuous
6,13,2-2-2-2-3-2,27,0.00261349,leviticus,continuous,continuous
6,14,3-2-3-3-3-3,27,0.00261349,leviticus,continuous,continuous
6,15,2-3-3-3-3-3,27,0.00261349,leviticus,continuous,continuous
6,16,2-2-3-2-2-3,27,0.00261349,leviticus,continuous,continuous
6,17,2-2-2-3-2-2,26,0.0025167,leviticus,continuous,continuous
6,18,2-3-3-3-2-3,25,0.0024199,leviticus,continuous,continuous
6,19,3-2-2-2-2-2,25,0.0024199,leviticus,continuous,continuous
6,20,2-3-3-3-2-2,25,0.0024199,leviticus,continuous,continuous
6,21,3-3-3-2-2-3,25,0.0024199,leviticus,continuous,continuous
6,22,2-2-3-2-3-3,24,0.00232311,leviticus,continuous,continuous
6,23,3-2-2-3-3-3,24,0.00232311,leviticus,continuous,continuous
6,24,3-3-2-3-3-3,24,0.00232311,leviticus,continuous,continuous
6,25,3-3-3-3-3-3,24,0.00232311,leviticus,continuous,continuous
6,26,2-3-2-2-2-2,23,0.00222631,leviticus,continuous,continuous
6,27,2-2-2-3-3-3,23,0.00222631,leviticus,continuous,continuous
6,28,3-3-2-2-2-2,22,0.00212951,leviticus,continuous,continuous
6,29,2-2-3-3-3-3,22,0.00212951,leviticus,continuous,continuous
6,30,2-2-2-2-3-3,22,0.00212951,leviticus,continuous,continuous
6,31,3-2-2-3-2-3,22,0.00212951,leviticus,continuous,continuous
6,32,2-2-3-3-2-2,21,0.00203272,leviticus,continuous,continuous
6,33,2-3-2-3-3-3,21,0.00203272,leviticus,continuous,continuous
6,34,3-2-3-2-2-3,21,0.00203272,leviticus,continuous,continuous
6,35,2-3-2-3-3-2,20,0.00193592,leviticus,continuous,continuous
6,36,2-3-3-2-3-3,20,0.00193592,leviticus,continuous,continuous
6,37,3-2-3-2-3-3,20,0.00193592,leviticus,continuous,continuous
6,38,2-2-2-3-2-3,19,0.00183912,leviticus,continuous,continuous
6,39,2-3-3-2-2-2,19,0.00183912,leviticus,continuous,continuous
6,40,3-2-2-2-2-3,19,0.00183912,leviticus,continuous,continuous
6,41,2-3-2-2-3-3,19,0.00183912,leviticus,continuous,continuous
6,42,3-3-3-2-3-3,19,0.00183912,leviticus,continuous,continuous
6,43,3-3-2-3-2-2,19,0.00183912,leviticus,continuous,continuous
6,44,2-3-3-2-3-2,19,0.00183912,leviticus,continuous,continuous
6,45,3-2-3-3-3-2,18,0.00174233,leviticus,continuous,continuous
6,46,3-2-2-3-3-2,18,0.00174233,leviticus,continuous,continuous
6,47,3-3-2-3-2-3,17,0.00164553,leviticus,continuous,continuous
6,48,2-3-2-2-2-3,17,0.00164553,leviticus,continuous,continuous
6,49,2-2-3-3-2-3,17,0.00164553,leviticus,continuous,continuous
6,50,3-2-1-2-2-2,16,0.00154874,leviticus,continuous,continuous
2,1,2-2,1401,0.1478004,leviticus,sof_only,within
2,2,3-2,1188,0.12532968,leviticus,sof_only,within
2,3,2-3,1162,0.12258677,leviticus,sof_only,within
2,4,3-3,1050,0.11077118,leviticus,sof_only,within
2,5,2-1,551,0.05812849,leviticus,sof_only,within
2,6,1-2,512,0.05401414,leviticus,sof_only,within
2,7,3-1,445,0.04694588,leviticus,sof_only,within
2,8,4-2,441,0.04652389,leviticus,sof_only,within
2,9,1-3,416,0.04388649,leviticus,sof_only,within
2,10,2-4,407,0.04293702,leviticus,sof_only,within
2,11,4-3,320,0.03375884,leviticus,sof_only,within
2,12,3-4,311,0.03280937,leviticus,sof_only,within
2,13,1-4,176,0.01856736,leviticus,sof_only,within
2,14,4-1,152,0.01603545,leviticus,sof_only,within
2,15,1-1,151,0.01592995,leviticus,sof_only,within
2,16,4-4,116,0.01223758,leviticus,sof_only,within
2,17,2-5,113,0.01192109,leviticus,sof_only,within
2,18,5-2,93,0.00981116,leviticus,sof_only,within
2,19,5-3,86,0.00907269,leviticus,sof_only,within
2,20,1-5,62,0.00654077,leviticus,sof_only,within
2,21,3-5,53,0.00559131,leviticus,sof_only,within
2,22,5-4,42,0.00443085,leviticus,sof_only,within
2,23,5-1,36,0.00379787,leviticus,sof_only,within
2,24,4-5,30,0.00316489,leviticus,sof_only,within
2,25,1-6,25,0.00263741,leviticus,sof_only,within
2,26,6-2,24,0.00253191,leviticus,sof_only,within
2,27,6-3,22,0.00232092,leviticus,sof_only,within
2,28,2-6,21,0.00221542,leviticus,sof_only,within
2,29,3-6,13,0.00137145,leviticus,sof_only,within
2,30,5-5,11,0.00116046,leviticus,sof_only,within
2,31,6-4,10,0.00105496,leviticus,sof_only,within
2,32,2-7,8,0.00084397,leviticus,sof_only,within
2,33,6-1,7,0.00073847,leviticus,sof_only,within
2,34,7-2,5,0.00052748,leviticus,sof_only,within
2,35,7-3,4,0.00042199,leviticus,sof_only,within
2,36,4-6,4,0.00042199,leviticus,sof_only,within
2,37,6-5,2,0.00021099,leviticus,sof_only,within
2,38,7-1,2,0.00021099,leviticus,sof_only,within
2,39,5-6,2,0.00021099,leviticus,sof_only,within
2,40,1-7,2,0.00021099,leviticus,sof_only,within
2,41,3-7,1,0.0001055,leviticus,sof_only,within
2,42,5-7,1,0.0001055,leviticus,sof_only,within
2,43,7-4,1,0.0001055,leviticus,sof_only,within
3,1,2-2-2,537,0.05665752,leviticus,sof_only,within
3,2,2-3-2,440,0.0464233,leviticus,sof_only,within
3,3,3-2-2,440,0.0464233,leviticus,sof_only,within
3,4,2-2-3,438,0.04621228,leviticus,sof_only,within
3,5,3-3-2,424,0.04473518,leviticus,sof_only,within
3,6,2-3-3,405,0.04273053,leviticus,sof_only,within
3,7,3-2-3,400,0.042203,leviticus,sof_only,within
3,8,3-3-3,369,0.03893226,leviticus,sof_only,within
3,9,2-1-2,216,0.02278962,leviticus,sof_only,within
3,10,2-2-1,216,0.02278962,leviticus,sof_only,within
3,11,1-2-2,193,0.02036295,leviticus,sof_only,within
3,12,4-2-2,185,0.01951889,leviticus,sof_only,within
3,13,2-4-2,175,0.01846381,leviticus,sof_only,within
3,14,3-2-1,170,0.01793627,leviticus,sof_only,within
3,15,1-3-2,168,0.01772526,leviticus,sof_only,within
3,16,3-1-2,162,0.01709221,leviticus,sof_only,within
3,17,2-3-1,158,0.01667018,leviticus,sof_only,within
3,18,2-2-4,157,0.01656468,leviticus,sof_only,within
3,19,2-1-3,157,0.01656468,leviticus,sof_only,within
3,20,3-3-1,154,0.01624815,leviticus,sof_only,within
3,21,3-1-3,152,0.01603714,leviticus,sof_only,within
3,22,1-2-3,148,0.01561511,leviticus,sof_only,within
3,23,2-3-4,136,0.01434902,leviticus,sof_only,within
3,24,4-2-3,132,0.01392699,leviticus,sof_only,within
3,25,1-3-3,132,0.01392699,leviticus,sof_only,within
3,26,3-2-4,126,0.01329394,leviticus,sof_only,within
3,27,3-4-2,125,0.01318844,leviticus,sof_only,within
3,28,2-4-3,117,0.01234438,leviticus,sof_only,within
3,29,4-3-2,116,0.01223887,leviticus,sof_only,within
3,30,4-3-3,113,0.01192235,leviticus,sof_only,within
3,31,3-4-3,95,0.01002321,leviticus,sof_only,within
3,32,1-2-1,95,0.01002321,leviticus,sof_only,within
3,33,3-3-4,86,0.00907364,leviticus,sof_only,within
3,34,2-1-4,78,0.00822958,leviticus,sof_only,within
3,35,1-4-2,76,0.00801857,leviticus,sof_only,within
3,36,1-3-1,69,0.00728002,leviticus,sof_only,within
3,37,2-1-1,67,0.007069,leviticus,sof_only,within
3,38,4-1-2,64,0.00675248,leviticus,sof_only,within
3,39,1-2-4,62,0.00654146,leviticus,sof_only,within
3,40,4-2-1,58,0.00611943,leviticus,sof_only,within
3,41,2-4-1,57,0.00601393,leviticus,sof_only,within
3,42,1-4-3,56,0.00590842,leviticus,sof_only,within
3,43,3-1-4,54,0.0056974,leviticus,sof_only,within
3,44,1-1-2,53,0.0055919,leviticus,sof_only,within
3,45,1-1-3,53,0.0055919,leviticus,sof_only,within
3,46,3-1-1,51,0.00538088,leviticus,sof_only,within
3,47,4-3-1,47,0.00495885,leviticus,sof_only,within
3,48,3-4-1,47,0.00495885,leviticus,sof_only,within
3,49,2-4-4,47,0.00495885,leviticus,sof_only,within
3,50,4-2-4,46,0.00485334,leviticus,sof_only,within
4,1,2-2-2-2,207,0.02184236,leviticus,sof_only,within
4,2,2-3-2-2,178,0.01878232,leviticus,sof_only,within
4,3,2-2-3-2,177,0.0186768,leviticus,sof_only,within
4,4,2-2-2-3,168,0.01772713,leviticus,sof_only,within
4,5,3-2-2-2,162,0.01709402,leviticus,sof_only,within
4,6,2-3-3-2,157,0.01656642,leviticus,sof_only,within
4,7,3-3-3-2,154,0.01624987,leviticus,sof_only,within
4,8,3-2-3-3,154,0.01624987,leviticus,sof_only,within
4,9,3-3-2-2,154,0.01624987,leviticus,sof_only,within
4,10,2-3-3-3,153,0.01614435,leviticus,sof_only,within
4,11,3-2-3-2,148,0.01561676,leviticus,sof_only,within
4,12,3-2-2-3,143,0.01508916,leviticus,sof_only,within
4,13,3-3-2-3,143,0.01508916,leviticus,sof_only,within
4,14,2-3-2-3,140,0.01477261,leviticus,sof_only,within
4,15,2-2-3-3,131,0.01382294,leviticus,sof_only,within
4,16,3-3-3-3,128,0.01350638,leviticus,sof_only,within
4,17,2-2-1-2,92,0.00970771,leviticus,sof_only,within
4,18,2-2-2-1,86,0.0090746,leviticus,sof_only,within
4,19,2-1-2-2,81,0.00854701,leviticus,sof_only,within
4,20,1-2-2-2,79,0.00833597,leviticus,sof_only,within
4,21,4-2-2-2,74,0.00780838,leviticus,sof_only,within
4,22,2-2-3-1,74,0.00780838,leviticus,sof_only,within
4,23,3-1-3-2,69,0.00728079,leviticus,sof_only,within
4,24,1-3-2-3,67,0.00706975,leviticus,sof_only,within
4,25,2-2-4-2,66,0.00696423,leviticus,sof_only,within
4,26,2-4-2-2,66,0.00696423,leviticus,sof_only,within
4,27,3-2-2-1,65,0.00685871,leviticus,sof_only,within
4,28,3-2-1-2,64,0.00675319,leviticus,sof_only,within
4,29,3-1-2-2,64,0.00675319,leviticus,sof_only,within
4,30,2-3-1-2,60,0.00633112,leviticus,sof_only,within
4,31,2-4-2-3,60,0.00633112,leviticus,sof_only,within
4,32,2-3-3-1,60,0.00633112,leviticus,sof_only,within
4,33,2-1-2-3,60,0.00633112,leviticus,sof_only,within
4,34,3-3-2-1,59,0.0062256,leviticus,sof_only,within
4,35,3-4-2-2,58,0.00612008,leviticus,sof_only,within
4,36,4-2-2-3,58,0.00612008,leviticus,sof_only,within
4,37,2-3-2-1,58,0.00612008,leviticus,sof_only,within
4,38,3-2-4-2,58,0.00612008,leviticus,sof_only,within
4,39,2-2-1-3,57,0.00601456,leviticus,sof_only,within
4,40,2-2-2-4,56,0.00590904,leviticus,sof_only,within
4,41,2-1-3-2,56,0.00590904,leviticus,sof_only,within
4,42,1-3-3-2,56,0.00590904,leviticus,sof_only,within
4,43,1-2-2-3,55,0.00580352,leviticus,sof_only,within
4,44,2-3-1-3,55,0.00580352,leviticus,sof_only,within
4,45,2-1-3-3,55,0.00580352,leviticus,sof_only,within
4,46,1-3-2-2,54,0.00569801,leviticus,sof_only,within
4,47,3-3-2-4,53,0.00559249,leviticus,sof_only,within
4,48,1-2-3-2,53,0.00559249,leviticus,sof_only,within
4,49,3-3-1-3,53,0.00559249,leviticus,sof_only,within
4,50,3-3-1-2,51,0.00538145,leviticus,sof_only,within
5,1,2-2-2-2-2,91,0.00960321,leviticus,sof_only,within
5,2,2-2-3-2-2,71,0.00749261,leviticus,sof_only,within
5,3,2-2-2-3-2,70,0.00738708,leviticus,sof_only,within
5,4,2-3-3-3-2,69,0.00728155,leviticus,sof_only,within
5,5,3-2-2-2-2,65,0.00685943,leviticus,sof_only,within
5,6,2-3-2-2-2,65,0.00685943,leviticus,sof_only,within
5,7,2-3-2-3-3,64,0.0067539,leviticus,sof_only,within
5,8,2-2-2-2-3,62,0.00654285,leviticus,sof_only,within
5,9,2-3-2-2-3,62,0.00654285,leviticus,sof_only,within
5,10,2-3-3-2-3,61,0.00643732,leviticus,sof_only,within
5,11,3-3-2-3-2,61,0.00643732,leviticus,sof_only,within
5,12,3-3-3-2-2,61,0.00643732,leviticus,sof_only,within
5,13,3-2-3-3-2,60,0.00633179,leviticus,sof_only,within
5,14,3-3-2-2-2,60,0.00633179,leviticus,sof_only,within
5,15,3-2-2-3-2,60,0.00633179,leviticus,sof_only,within
5,16,2-2-3-3-2,55,0.00580414,leviticus,sof_only,within
5,17,3-2-3-3-3,55,0.00580414,leviticus,sof_only,within
5,18,2-2-3-2-3,54,0.00569861,leviticus,sof_only,within
5,19,2-3-3-2-2,54,0.00569861,leviticus,sof_only,within
5,20,3-2-3-2-2,54,0.00569861,leviticus,sof_only,within
5,21,3-2-3-2-3,51,0.00538202,leviticus,sof_only,within
5,22,3-3-3-3-2,50,0.00527649,leviticus,sof_only,within
5,23,3-3-2-3-3,49,0.00517096,leviticus,sof_only,within
5,24,2-3-3-3-3,49,0.00517096,leviticus,sof_only,within
5,25,3-3-3-3-3,49,0.00517096,leviticus,sof_only,within
5,26,3-3-2-2-3,48,0.00506543,leviticus,sof_only,within
5,27,2-2-2-3-3,47,0.0049599,leviticus,sof_only,within
5,28,3-2-2-3-3,45,0.00474884,leviticus,sof_only,within
5,29,3-3-3-2-3,45,0.00474884,leviticus,sof_only,within
5,30,2-2-3-3-3,45,0.00474884,leviticus,sof_only,within
5,31,3-2-2-2-3,44,0.00464331,leviticus,sof_only,within
5,32,2-3-2-3-2,43,0.00453778,leviticus,sof_only,within
5,33,2-1-2-2-2,35,0.00369354,leviticus,sof_only,within
5,34,2-2-2-3-1,33,0.00348248,leviticus,sof_only,within
5,35,3-1-3-2-3,32,0.00337695,leviticus,sof_only,within
5,36,3-2-1-2-2,31,0.00327142,leviticus,sof_only,within
5,37,3-2-2-1-2,31,0.00327142,leviticus,sof_only,within
5,38,2-2-1-2-2,31,0.00327142,leviticus,sof_only,within
5,39,2-2-2-1-2,30,0.00316589,leviticus,sof_only,within
5,40,4-2-2-2-3,30,0.00316589,leviticus,sof_only,within
5,41,2-4-2-3-2,29,0.00306036,leviticus,sof_only,within
5,42,2-2-2-2-1,29,0.00306036,leviticus,sof_only,within
5,43,2-2-3-1-2,28,0.00295483,leviticus,sof_only,within
5,44,3-3-1-2-2,28,0.00295483,leviticus,sof_only,within
5,45,1-2-2-2-3,28,0.00295483,leviticus,sof_only,within
5,46,1-3-2-3-2,27,0.0028493,leviticus,sof_only,within
5,47,2-2-1-2-3,27,0.0028493,leviticus,sof_only,within
