cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,808,0.55115962,genesis,main,core_projected
atnah,2,munah,575,0.39222374,genesis,main,core_projected
revia,1,munah,319,0.52295082,genesis,main,core_projected
sof_pasuq,1,meteg,1529,0.99934641,genesis,main,core_projected
zaqef_qatan,1,munah,1159,0.61846318,genesis,main,core_projected
zaqef_qatan,2,pashta,551,0.29402348,genesis,main,core_projected
zaqef_qatan,3,meteg,124,0.06616862,genesis,main,core_projected
atnah,1,tipeha,582,0.50696864,exodus,main,core_projected
atnah,2,munah,515,0.44860627,exodus,main,core_projected
revia,1,munah,273,0.53846154,exodus,main,core_projected
sof_pasuq,1,meteg,1200,0.99585062,exodus,main,core_projected
zaqef_qatan,1,munah,852,0.57645467,exodus,main,core_projected
zaqef_qatan,2,pashta,447,0.30243572,exodus,main,core_projected
zaqef_qatan,3,meteg,132,0.08930988,exodus,main,core_projected
atnah,1,tipeha,439,0.5399754,leviticus,main,core_projected
atnah,2,munah,335,0.41205412,leviticus,main,core_projected
revia,1,munah,178,0.57051282,leviticus,main,core_projected
sof_pasuq,1,meteg,856,0.99883314,leviticus,main,core_projected
zaqef_qatan,1,munah,571,0.57852077,leviticus,main,core_projected
zaqef_qatan,2,pashta,309,0.31306991,leviticus,main,core_projected
atnah,1,tipeha,621,0.53953084,numbers,main,core_projected
atnah,2,munah,484,0.42050391,numbers,main,core_projected
revia,1,munah,264,0.53118712,numbers,main,core_projected
sof_pasuq,1,meteg,1283,0.99922118,numbers,main,core_projected
zaqef_qatan,1,munah,756,0.55711127,numbers,main,core_projected
zaqef_qatan,2,pashta,421,0.31024318,numbers,main,core_projected
zaqef_qatan,3,meteg,125,0.09211496,numbers,main,core_projected
atnah,1,tipeha,513,0.5625,deuteronomy,main,core_projected
atnah,2,munah,360,0.39473684,deuteronomy,main,core_projected
revia,1,munah,272,0.53125,deuteronomy,main,core_projected
sof_pasuq,1,meteg,944,0.98951782,deuteronomy,main,core_projected
zaqef_qatan,1,munah,790,0.61098221,deuteronomy,main,core_projected
zaqef_qatan,2,pashta,364,0.28151585,deuteronomy,main,core_projected
zaqef_qatan,3,meteg,110,0.08507347,deuteronomy,main,core_projected
