book,model,relation,reset_taamim,n_words,n_pulses,n_accents,n_intervals,unique_intervals,mean_interval,median_interval,entropy_norm,top1_interval,top1_share,top3_intervals,top3_share,top5_intervals,top5_share,null_model,null_top3_mean,null_top3_sd,top3_z,top3_empirical_p,top3_empirical_p_tail,null_entropy_mean,null_entropy_sd,entropy_z,entropy_empirical_p,entropy_empirical_p_tail
leviticus,continuous,continuous,none,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,sof_only,within,sof_pasuq,11945,26311,10337,9480,7,2.524895,2.0,0.71892451,2,0.38649789,2+3+1,0.85116034,2+3+1+4+5,0.99187764,global_interval_shuffle,0.84246624,0.00103756,8.379327,0.00199601,upper,0.72880548,0.00104414,-9.463246,0.00199601,lower
leviticus,sof_only,cross_reset,sof_pasuq,11945,26311,10337,856,7,2.771028,3.0,0.80974424,3,0.32359813,3+2+4,0.75233645,3+2+4+1+5,0.97897196,global_interval_shuffle,0.84315654,0.01101489,-8.245211,1.0,upper,0.74415929,0.02687351,2.440505,0.99201597,lower
leviticus,sof_only,all,sof_pasuq,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,major,within,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,8667,7,2.511942,2,0.7119886,2,0.39356179,2+3+1,0.85819776,2+3+1+4+5,0.99203877,global_interval_shuffle,0.84240129,0.00147018,10.744565,0.00199601,upper,0.72883731,0.0014573,-11.561574,0.00199601,lower
leviticus,major,cross_reset,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,1669,7,2.718394,3,0.79567843,3,0.31455962,3+2+4,0.7669263,3+2+4+1+5,0.98442181,global_interval_shuffle,0.84298262,0.00759635,-10.012215,1.0,upper,0.73264905,0.01739228,3.623986,0.99201597,lower
leviticus,major,all,atnah+atnah_hafukh+sof_pasuq,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
leviticus,major_minor,within,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,7259,7,2.496212,2,0.6948047,2,0.40859623,2+3+1,0.86885246,2+3+1+4+5,0.99407632,global_interval_shuffle,0.84246811,0.00229308,11.506062,0.00199601,upper,0.72879398,0.00215575,-15.766793,0.00199601,lower
leviticus,major_minor,cross_reset,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,3077,7,2.661033,3,0.79107464,3,0.30906727,3+2+1,0.78030549,3+2+1+4+5,0.98310042,global_interval_shuffle,0.84254924,0.00540964,-11.506076,1.0,upper,0.72891215,0.00785382,7.914937,0.99600798,lower
leviticus,major_minor,all,atnah+atnah_hafukh+paseq+revia+shalshelet+sof_pasuq+zaqef_gadol+zaqef_qatan,11945,26311,10337,10336,7,2.545279,2.0,0.72880217,2,0.37577399,2+3+1,0.84249226,2+3+1+4+5,0.99080882,not_applicable_distribution_preserved,,,,,,,,,,
