cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,808,0.55115962,genesis,control_exclude_external,core_projected
atnah,2,munah,581,0.39631651,genesis,control_exclude_external,core_projected
revia,1,munah,325,0.53278689,genesis,control_exclude_external,core_projected
revia,2,meteg,124,0.20327869,genesis,control_exclude_external,core_projected
zaqef_qatan,1,munah,1159,0.61846318,genesis,control_exclude_external,core_projected
zaqef_qatan,2,pashta,551,0.29402348,genesis,control_exclude_external,core_projected
zaqef_qatan,3,meteg,126,0.06723586,genesis,control_exclude_external,core_projected
atnah,1,tipeha,582,0.50696864,exodus,control_exclude_external,core_projected
atnah,2,munah,515,0.44860627,exodus,control_exclude_external,core_projected
revia,1,munah,274,0.54043393,exodus,control_exclude_external,core_projected
revia,2,meteg,109,0.21499014,exodus,control_exclude_external,core_projected
zaqef_qatan,1,munah,853,0.57713126,exodus,control_exclude_external,core_projected
zaqef_qatan,2,pashta,449,0.3037889,exodus,control_exclude_external,core_projected
zaqef_qatan,3,meteg,134,0.09066306,exodus,control_exclude_external,core_projected
atnah,1,tipeha,439,0.5399754,leviticus,control_exclude_external,core_projected
atnah,2,munah,335,0.41205412,leviticus,control_exclude_external,core_projected
revia,1,munah,179,0.57371795,leviticus,control_exclude_external,core_projected
zaqef_qatan,1,munah,571,0.57852077,leviticus,control_exclude_external,core_projected
zaqef_qatan,2,pashta,309,0.31306991,leviticus,control_exclude_external,core_projected
atnah,1,tipeha,621,0.53953084,numbers,control_exclude_external,core_projected
atnah,2,munah,485,0.42137272,numbers,control_exclude_external,core_projected
revia,1,munah,280,0.56338028,numbers,control_exclude_external,core_projected
revia,2,meteg,102,0.20523139,numbers,control_exclude_external,core_projected
zaqef_qatan,1,munah,756,0.55711127,numbers,control_exclude_external,core_projected
zaqef_qatan,2,pashta,421,0.31024318,numbers,control_exclude_external,core_projected
zaqef_qatan,3,meteg,135,0.09948416,numbers,control_exclude_external,core_projected
atnah,1,tipeha,513,0.5625,deuteronomy,control_exclude_external,core_projected
atnah,2,munah,360,0.39473684,deuteronomy,control_exclude_external,core_projected
revia,1,munah,276,0.5390625,deuteronomy,control_exclude_external,core_projected
revia,2,meteg,106,0.20703125,deuteronomy,control_exclude_external,core_projected
zaqef_qatan,1,munah,790,0.61098221,deuteronomy,control_exclude_external,core_projected
zaqef_qatan,2,pashta,366,0.28306265,deuteronomy,control_exclude_external,core_projected
zaqef_qatan,3,meteg,111,0.08584687,deuteronomy,control_exclude_external,core_projected
