k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,679,0.03262854,38.74465,20810,17.525,4.27560275,23,154.709181,True,0.00497512,0,200,1,genesis,explore_k3_7_edges20,full
3,tipeha meteg sof_pasuq,820,0.03940413,28.893587,20810,28.38,5.37681604,27,147.228396,True,0.00497512,0,200,2,genesis,explore_k3_7_edges20,full
3,merkha meteg sof_pasuq,624,0.02998558,27.1777,20810,22.96,4.73609045,24,126.90636,True,0.00497512,0,200,3,genesis,explore_k3_7_edges20,full
3,mahapakh pashta zaqef_qatan,300,0.01441615,54.151625,20810,5.54,2.38260024,12,123.587665,True,0.00497512,0,200,4,genesis,explore_k3_7_edges20,full
3,darga tevir tipeha,119,0.0057184,111.737089,20810,1.065,0.98265101,5,120.017176,True,0.00497512,0,200,5,genesis,explore_k3_7_edges20,full
3,sof_pasuq qadma geresh,81,0.00389236,190.588235,20810,0.425,0.6831607,4,117.944431,True,0.00497512,0,200,6,genesis,explore_k3_7_edges20,full
3,tipeha munah atnah,568,0.02729457,23.485632,20810,24.185,4.77122605,23,113.978041,True,0.00497512,0,200,7,genesis,explore_k3_7_edges20,full
3,tevir merkha tipeha,340,0.0163383,33.317001,20810,10.205,3.29198433,17,100.181218,True,0.00497512,0,200,8,genesis,explore_k3_7_edges20,full
3,zaqef_qatan merkha tipeha,533,0.02561269,17.146534,20810,31.085,5.39008722,26,93.118159,True,0.00497512,0,200,9,genesis,explore_k3_7_edges20,full
3,darga tevir merkha,78,0.0037482,100.0,20810,0.78,0.8516021,5,90.676151,True,0.00497512,0,200,10,genesis,explore_k3_7_edges20,full
3,revia mahapakh pashta,121,0.00581451,63.185379,20810,1.915,1.31392809,7,90.632814,True,0.00497512,0,200,11,genesis,explore_k3_7_edges20,full
3,merkha tipeha atnah,453,0.02176838,18.618989,20810,24.33,4.90831517,24,87.335468,True,0.00497512,0,200,12,genesis,explore_k3_7_edges20,full
3,tipeha merkha meteg,627,0.03012975,13.979933,20810,44.85,6.67986549,32,87.149958,True,0.00497512,0,200,13,genesis,explore_k3_7_edges20,full
3,qadma mahapakh pashta,100,0.00480538,76.335878,20810,1.31,1.13593651,6,86.879855,True,0.00497512,0,200,14,genesis,explore_k3_7_edges20,full
3,paseq munah revia,48,0.00230658,128.0,20810,0.375,0.57970275,4,82.154173,True,0.00497512,0,200,15,genesis,explore_k3_7_edges20,full
3,sof_pasuq darga tevir,62,0.00297934,111.711712,20810,0.555,0.74818037,5,82.125918,True,0.00497512,0,200,16,genesis,explore_k3_7_edges20,full
3,mahapakh pashta munah,237,0.01138876,30.44316,20810,7.785,2.88450635,15,79.464204,True,0.00497512,0,200,17,genesis,explore_k3_7_edges20,full
3,sof_pasuq mahapakh pashta,166,0.00797693,36.165577,20810,4.59,2.07204412,12,77.89892,True,0.00497512,0,200,18,genesis,explore_k3_7_edges20,full
3,merkha tipeha meteg,501,0.02407496,11.258427,20810,44.5,6.27189632,32,72.785004,True,0.00497512,0,200,19,genesis,explore_k3_7_edges20,full
3,munah zaqef_qatan tipeha,453,0.02176838,14.948028,20810,30.305,5.81299662,28,72.715508,True,0.00497512,0,200,20,genesis,explore_k3_7_edges20,full
3,meteg sof_pasuq qadma,153,0.00735223,34.420697,20810,4.445,2.10931769,11,70.427988,True,0.00497512,0,200,21,genesis,explore_k3_7_edges20,full
3,yetiv munah zaqef_qatan,59,0.00283518,75.159236,20810,0.785,0.8674893,5,67.107456,True,0.00497512,0,200,22,genesis,explore_k3_7_edges20,full
3,munah zaqef_qatan merkha,354,0.01701105,14.505224,20810,24.405,5.16958393,25,63.756582,True,0.00497512,0,200,23,genesis,explore_k3_7_edges20,full
3,gershayim mahapakh pashta,38,0.00182605,102.702703,20810,0.37,0.62050393,4,60.644257,True,0.00497512,0,200,24,genesis,explore_k3_7_edges20,full
3,meteg sof_pasuq mahapakh,179,0.00860163,23.914496,20810,7.485,2.85667252,17,60.040134,True,0.00497512,0,200,25,genesis,explore_k3_7_edges20,full
3,qadma geresh munah,48,0.00230658,76.190476,20810,0.63,0.80394755,5,58.921755,True,0.00497512,0,200,26,genesis,explore_k3_7_edges20,full
3,qadma geresh mahapakh,30,0.00144161,105.263158,20810,0.285,0.53404214,4,55.641677,True,0.00497512,0,200,27,genesis,explore_k3_7_edges20,full
3,meteg sof_pasuq munah,284,0.01364728,12.5,20810,22.72,4.7194242,25,55.362686,True,0.00497512,0,200,28,genesis,explore_k3_7_edges20,full
3,atnah mahapakh pashta,110,0.00528592,23.887079,20810,4.605,1.97190697,11,53.448262,True,0.00497512,0,200,29,genesis,explore_k3_7_edges20,full
3,mahapakh pashta pashta,125,0.00600673,23.496241,20810,5.32,2.32478453,12,51.48004,True,0.00497512,0,200,30,genesis,explore_k3_7_edges20,full
3,munah paseq munah,52,0.0024988,45.814978,20810,1.135,1.04028166,6,48.895412,True,0.00497512,0,200,31,genesis,explore_k3_7_edges20,full
3,geresh mahapakh pashta,40,0.00192215,46.242775,20810,0.865,0.84280878,4,46.434021,True,0.00497512,0,200,32,genesis,explore_k3_7_edges20,full
3,atnah merkha tipeha,242,0.01162902,10.151007,20810,23.84,4.79262415,25,45.519948,True,0.00497512,0,200,33,genesis,explore_k3_7_edges20,full
